id,tag_name,count,excerpt_post_id,wiki_post_id,Class
14460,recursive-query,852,14440816,14440815,ND
81501,android-cursoradapter,852,11186576,11186575,ND
6892,rhino,852,5563016,5563015,ND
117414,asp.net-core-1.0,852,35048485,35048484,ND
15958,nested-lists,1108,19571608,19571607,ND
27472,screen-resolution,1108,12311121,12311120,ND
15234,repaint,1108,7489501,7489500,ND
18883,file-transfer,1364,6030820,6030819,ND
61827,xts,1364,4369029,4369028,ND
3567,guid,1620,8338541,8338540,ND
44,structuremap,1620,5007962,5007961,ND
2245,fstream,1876,10979833,10979832,ND
110370,odoo-8,1876,28847893,28847892,ND
5143,exc-bad-access,1876,7011414,7011413,ND
2138,entity-relationship,2132,8338753,8338752,ND
62730,cakephp-2.0,3924,7402444,7402443,ND
24852,coordinates,4180,11180803,11180802,ND
402,statistics,8276,5419904,5419903,ND
2999,controller,11860,7470070,7470069,ND
990,awk,19284,3779364,3779363,ND
95079,sbt-assembly,341,18329927,18329926,ND
25479,numerical-integration,341,12681585,12681584,ND
8992,msvcrt,341,6551727,6551726,ND
9637,classname,341,14678969,14678968,ND
53121,type-parameter,341,23833261,23833260,ND
12493,bad-request,341,9328856,9328855,ND
82247,gnu-parallel,341,13524183,13524182,ND
8905,rrdtool,341,4998378,4998377,ND
120791,postfix,341,38282541,38282540,ND
91949,podio,341,16603364,16603363,ND
18868,unique-key,341,27105136,27105135,ND
37013,service-layer,341,8945833,8945832,ND
4023,listeners,341,13031689,13031688,ND
105722,android-productflavors,341,24704391,24704390,ND
56509,restfb,341,7993989,7993988,ND
39997,serverside-javascript,341,7455941,7455940,ND
92872,spring-bean,341,17321919,17321918,ND
95565,cakephp-2.4,341,18619644,18619643,ND
89714,optaplanner,597,15508385,15508384,ND
70972,amazon-mws,597,8723500,8723499,ND
107260,h2o,597,26088090,26088089,ND
63790,r.java-file,597,8054345,8054344,ND
23545,primitive-types,597,22107534,22107533,ND
52688,mkannotationview,853,9327089,9327088,ND
92625,google-form,1109,16980669,16980668,ND
13748,expression-trees,1621,7383966,7383965,ND
33053,number-formatting,1621,10572154,10572153,ND
13347,minify,1877,11136537,11136536,ND
56699,graph-algorithm,1877,8738299,8738298,ND
4943,private,2133,13867576,13867575,ND
6447,mechanize,2389,5208594,5208593,ND
1190,redirect,30549,6030030,6030029,ND
930,ms-access,35413,3625273,3607034,ND
14536,libjpeg,342,9596094,9596093,ND
21166,monit,342,5157066,5157065,ND
74353,desire2learn,342,7934905,7934904,ND
21867,download-manager,342,29367168,29367167,ND
107212,ramda.js,342,26182155,26182154,ND
106623,p5.js,342,25645130,25645129,ND
116833,angular2-http,342,36762482,36762481,ND
17012,light,342,25928750,25928749,ND
9764,finalizer,342,7809402,7809401,ND
11280,crash-dumps,598,5207716,5207715,ND
4860,pull,598,9943020,9943019,ND
68195,cgrect,598,9358380,9358379,ND
2543,cx-oracle,598,8352679,8352678,ND
70971,imageicon,854,12923792,12923791,ND
5984,hotkeys,854,8350160,8350159,ND
30045,qt-designer,854,8633664,8633663,ND
9985,jtree,1110,5314329,5314328,ND
78208,jquery-chosen,1110,11232374,11232373,ND
18128,jailbreak,1366,5942496,5942495,ND
115613,npm-install,1366,33441639,33441638,ND
8995,ternary-operator,1366,4912997,4912996,ND
3858,hudson,2646,3951087,3951086,ND
5454,jruby,2646,4904223,4904222,ND
11658,pass-by-reference,2902,9435648,9435647,ND
83870,android-support-library,2902,12352420,12352419,ND
1067,homebrew,3414,5404075,5404074,ND
4610,anti-patterns,343,6653364,6653363,ND
5567,wchar-t,343,8073811,8073810,ND
24601,mouseout,343,8394431,8394430,ND
63226,android-input-method,343,14651432,14651431,ND
92378,istanbul,343,16830418,16830417,ND
27106,sqlperformance,343,9036112,9036111,ND
13631,os.walk,343,16235612,16235611,ND
45108,pdftk,343,8633439,8633438,ND
39663,fontfamily,343,17858483,17858482,ND
41371,wave,343,18525537,18525536,ND
29156,magnolia,343,6116084,6116083,ND
31675,urldecode,343,10346853,10346852,ND
16538,onfocus,343,6430077,6430076,ND
33973,web-frontend,343,12348396,12348395,ND
96133,eve,343,18921937,18921936,ND
111945,oracle-apex-5,343,30231933,30231932,ND
9011,gtk2,343,5302239,5302238,ND
34338,first-responder,343,13519654,13519653,ND
96676,mamp-pro,343,26398616,26398615,ND
98535,devextreme,343,20569748,20569747,ND
76277,gephi,343,8785864,8785863,ND
8299,midp,599,6830464,6830463,ND
85203,cytoscape.js,599,13389165,13389164,ND
38757,wcf-rest,599,15837671,15837670,ND
105373,octobercms,599,24634347,24634346,ND
76006,nsjsonserialization,599,15546638,15546637,ND
2187,ria,855,5000882,5000881,ND
66210,omnet++,855,9905431,9905430,ND
19414,fileinputstream,855,13050614,13050613,ND
61829,modernizr,855,6208693,6208692,ND
9301,vector-graphics,855,7520050,7520049,ND
1640,system.drawing,855,6832925,6832924,ND
4201,language-design,1111,7156451,7156450,ND
13626,absolute,1111,13560443,13560442,ND
40536,appstore-approval,1111,10684987,10684986,ND
3861,sharding,1111,10469140,10469139,ND
4890,directive,1623,14182876,14182875,ND
5430,fedora,1879,5760185,5760184,ND
11404,show,2135,15798665,15798664,ND
1538,computer-science,2647,5637490,5637489,ND
81001,azure-web-sites,3415,10941775,10941774,ND
108737,aws-lambda,3671,27496557,27496556,ND
120358,xcode8,4183,37798535,37798534,ND
58706,sencha-touch,4695,5122186,5122185,ND
2438,many-to-many,5719,5536741,5536740,ND
63659,three.js,11351,5301302,5301301,ND
115813,tensorflow,15703,33610766,33610765,ND
72257,web,23895,7175470,7175469,ND
78022,angularjs,240471,9580981,9580980,ND
96,asp.net,321623,3625232,3607037,ND
102278,bower-install,344,23082729,23082728,ND
31577,sqldataadapter,344,10717118,10717117,ND
116578,android-studio-2.0,344,34436700,34436699,ND
8248,strict,344,23177899,23177898,ND
6011,ca,344,21171645,21171644,ND
63302,typeface,344,9265239,9265238,ND
9816,cortex-m3,344,3640797,3640796,ND
93854,oh-my-zsh,344,17586885,17586884,ND
82047,thinktecture-ident-server,344,11419207,11419206,ND
57464,unsigned-integer,344,17182366,17182365,ND
28424,sox,344,5587286,5587285,ND
61085,levenshtein-distance,600,6856041,6856040,ND
62346,solid-principles,600,8068087,8068086,ND
93076,jbossfuse,600,18615602,18615601,ND
5620,unpivot,600,10557086,10557085,ND
20485,deque,600,13701632,13701631,ND
1157,qstring,600,11844879,11844878,ND
7466,performancecounter,856,14525323,14525322,ND
5186,rules,856,15852826,15852825,ND
42440,pagespeed,856,8690272,8690271,ND
67457,gpio,856,18205603,18205602,ND
9027,ffi,856,5688983,5688982,ND
1280,file-extension,856,10975762,10975761,ND
6797,selenium-grid,1112,5840556,5840555,ND
31621,vtk,1368,5864499,5864498,ND
32349,liquid,1624,5972074,5972073,ND
24678,tcpdf,1624,5016855,5016854,ND
17930,logout,1624,12208326,12208325,ND
57879,android-wifi,1624,10562596,10562595,ND
35322,fadein,1880,7079331,7079330,ND
4039,store,2392,6187964,6187963,ND
8261,message-queue,2648,4931368,4931367,ND
13930,scale,3160,6218748,6218747,ND
5904,core-graphics,4184,3625115,3625114,ND
5792,version,4184,7526885,7526884,ND
2794,textarea,4952,6292391,6292390,ND
714,websphere,5208,5633069,5633068,ND
5832,qt4,5208,3840036,3840035,ND
104803,xcode6,6232,24003189,24003188,ND
32472,visual-studio-2008,15704,5006374,5006373,ND
11985,buildout,345,5797511,5797510,ND
41040,mousehover,345,13032035,13032034,ND
21507,nls,345,19772372,19772371,ND
46554,mvc-editor-templates,345,27340652,27340651,ND
71784,roxygen2,345,9534964,9534963,ND
49837,chain,345,20978148,20978147,ND
80370,dgrid,345,10722321,10722320,ND
6713,easyphp,345,7712939,7712938,ND
109211,okta,345,27804169,27804168,ND
10575,page-break,345,7994635,7994634,ND
115258,eclipse-neon,345,33119045,33119044,ND
1717,estimation,345,5381975,5381974,ND
8329,line-endings,345,6163038,6163037,ND
25881,calloc,345,10696640,10696639,ND
104588,android-viewholder,601,35997905,35997904,ND
3668,data-transfer,601,14853993,14853992,ND
51583,google-login,601,34740797,34740796,ND
11261,libusb,601,8176988,8176987,ND
65379,cmusphinx,601,6987627,6987626,ND
15568,debug-symbols,601,14113162,14113161,ND
25916,reportingservices-2005,857,17504160,17504159,ND
50154,cx-freeze,1113,8683067,8683066,ND
77249,azureservicebus,1113,9878934,9878933,ND
5246,ontology,1369,5692787,5692786,ND
3035,alpha,1369,9438333,9438332,ND
5377,restore,1369,14406305,14406304,ND
5634,move,2137,10459667,10459666,ND
727,webcam,2137,9213557,9213556,ND
45493,relativelayout,2649,5873249,5873248,ND
1637,struts,3417,3625013,3625012,ND
4236,push,3929,6623714,6623713,ND
94719,android-gradle,7257,19505653,19505652,ND
37440,weather-api,346,23081388,23081387,ND
3234,geography,346,6178939,6178938,ND
11375,event-loop,346,26244227,26244226,ND
74284,rails-geocoder,346,8991306,8991305,ND
9713,activeresource,346,6428050,6428049,ND
8801,errno,346,17750555,17750554,ND
90783,firedac,346,15949414,15949413,ND
1927,type-systems,346,5688886,5688885,ND
117488,serverless-framework,346,35107412,35107411,ND
12128,file-management,346,12521804,12521803,ND
11475,dpkg,346,10979915,10979914,ND
47382,scribe,346,4855248,4855247,ND
99125,angularjs-http,346,20931705,20931704,ND
3261,nvarchar,346,28924750,28924749,ND
106836,powerquery,602,27732024,27732023,ND
42124,neon,602,6456234,6456233,ND
88117,slidingmenu,602,14529542,14529541,ND
89080,ssis-2012,858,15057365,15057364,ND
26698,io-redirection,858,12855140,12855139,ND
111862,docker-machine,858,30330487,30330486,ND
24020,jdo,1114,3866389,3866388,ND
13867,streamwriter,1114,10896441,10896440,ND
68770,indexeddb,1370,9042233,9042232,ND
28708,query-builder,1370,20271581,20271580,ND
25535,compiler-optimization,1626,5113027,5113026,ND
1548,fopen,2138,7939234,7939233,ND
9282,padding,2650,12208119,12208118,ND
3222,user-input,2906,7175531,7175530,ND
2361,translation,3418,8655355,8655354,ND
1033,mp3,3674,6562448,6562447,ND
4462,protocols,3930,9716950,9716949,ND
153,vb6,9306,3625239,3607228,ND
1307,datagrid,12890,5584428,5584427,ND
7407,url-rewriting,12890,3625133,3625132,ND
88458,laravel-4,14170,14712870,14712869,ND
4209,file-upload,21082,6228196,6228195,ND
20059,fsockopen,347,11484252,11484251,ND
72828,jquery-easyui,347,12489418,12489417,ND
99963,cucumberjs,347,21164326,21164325,ND
75050,postgresql-8.4,347,10239108,10239107,ND
97038,bootstrap-select,347,21667632,21667631,ND
53300,wpdb,347,15085009,15085008,ND
81190,start-activity,347,23164097,23164096,ND
102716,google-analytics-v4,347,22973630,22973629,ND
41556,annotation-processing,347,7187108,7187107,ND
84002,fragmenttransaction,347,18942062,18942061,ND
19463,circular,347,14253665,14253664,ND
22058,beanstalkd,347,6490145,6490144,ND
74777,libgit2sharp,347,8148691,8148690,ND
57815,domparser,347,21705232,21705231,ND
3671,steganography,347,6541915,6541914,ND
31493,strcat,347,17751903,17751902,ND
6088,hosts,603,10981944,10981943,ND
118228,vscode-extensions,603,37703719,37703718,ND
6650,axes,603,8574706,8574705,ND
110312,grpc,603,28797596,28797595,ND
110393,tfs2015,1371,28907429,28907428,ND
88900,firebase-security,1371,15513515,15513514,ND
3695,bulkinsert,1627,13327103,13327102,ND
25346,tomcat6,1883,8127674,8127673,ND
17650,dropbox,2907,5783550,5783549,ND
78160,entity-framework-5,3931,9646049,9646048,ND
190,deployment,16475,5047602,5047601,ND
1581,mysqli,21851,5892310,5892309,ND
1158,qt,60763,3624996,3611154,ND
111496,jsqmessagesviewcontroller,348,29853213,29853212,ND
79774,std-pair,348,10411443,10411442,ND
21468,oscommerce,348,5061832,5061831,ND
17173,skydrive,348,11091710,11091709,ND
81705,ratingbar,348,17143876,17143875,ND
13629,isapi,348,8473310,8473309,ND
76467,flex4.6,348,9138361,9138360,ND
86170,android-pageradapter,348,13527290,13527289,ND
48877,autologin,348,31130756,31130755,ND
73314,magmi,348,7538295,7538294,ND
109323,r-package,348,28301611,28301610,ND
12234,code-cleanup,348,27618359,27618358,ND
92313,hl7-fhir,348,16990642,16990641,ND
8429,temperature,348,18287220,18287219,ND
109270,cassandra-2.1,348,27870774,27870773,ND
15394,displaytag,604,5664649,5664648,ND
33329,fusioncharts,604,5464224,5464223,ND
6836,renderer,604,11483880,11483879,ND
14505,pdfsharp,604,7430790,7430789,ND
46007,pycrypto,604,5379391,5379390,ND
100845,ecto,860,21668989,21668988,ND
3318,information-retrieval,860,5863190,5863189,ND
109940,auth0,860,28440231,28440230,ND
15431,ioexception,1116,12384458,12384457,ND
2186,cas,1372,4944314,4944313,ND
13562,haproxy,1372,6160882,6160881,ND
80222,blackberry-10,1372,11282257,11282256,ND
25056,gitignore,1628,7686511,7686510,ND
15292,background-process,2140,9124377,9124376,ND
11825,viewport,2140,6188020,6188019,ND
108695,caffe,2140,27628038,27628037,ND
33904,stanford-nlp,2396,4769598,4769597,ND
5477,pentaho,2652,6495230,6495229,ND
74577,uistoryboard,2652,9011513,9011512,ND
53669,html5-video,5212,5080963,5080962,ND
39464,ckeditor,7004,5236539,5236538,ND
2939,resize,7516,8328386,8328385,ND
104707,xamarin.forms,9308,24034272,24034271,ND
265,msbuild,10588,3626874,3626873,ND
32307,gradle,22876,5090584,5090583,ND
46426,node.js,188508,4238969,4238968,ND
19745,setfocus,349,11202294,11202293,ND
119826,google-vr,349,37319905,37319904,ND
12970,httplistener,349,8022017,8022016,ND
93853,flask-admin,349,17586474,17586473,ND
1170,fallback,349,14142113,14142112,ND
20916,federated-identity,349,11784319,11784318,ND
33280,web-inspector,349,7842090,7842089,ND
77761,brunch,349,9454622,9454621,ND
77383,entity-framework-4.3,349,9302793,9302792,ND
3209,encoder,349,30590969,30590968,ND
51748,photoshop-script,349,14706567,14706566,ND
65462,net-http,349,14629873,14629872,ND
63837,tabview,349,21367033,21367032,ND
3485,idioms,605,8752213,8752212,ND
6879,titlebar,605,9057760,9057759,ND
2226,bittorrent,605,8053704,8053703,ND
3989,findbugs,861,5427947,5427946,ND
13515,hang,861,10802125,10802124,ND
30064,nswindow,1117,8342946,8342945,ND
54875,right-to-left,1117,16934404,16934403,ND
8454,biginteger,1373,6083820,6083819,ND
6205,unique,3677,11151529,11151528,ND
2100,jsonp,3933,5734174,5734173,ND
773,seo,7005,4044686,4044685,ND
5909,timer,14685,6073450,6073449,ND
70754,itk,350,6597059,6597058,ND
81991,ndef,350,11406818,11406817,ND
15347,file-access,350,30548779,30548778,ND
85083,mnist,350,12970364,12970363,ND
112011,aurelia-binding,350,30858888,30858887,ND
12177,require-once,350,21459899,21459898,ND
32965,gnome-terminal,350,7393935,7393934,ND
17395,jsni,350,5675590,5675589,ND
41135,dataimporthandler,350,8438571,8438570,ND
15054,clean-urls,350,16483604,16483603,ND
109942,twilio-php,350,34057069,34057068,ND
41976,uiscrollviewdelegate,350,10774159,10774158,ND
75226,c++98,350,14621143,14621142,ND
78463,gwtp,350,9906340,9906339,ND
85365,hdinsight,606,13111721,13111720,ND
13956,gwt-rpc,606,8357882,8357881,ND
240,legacy,606,11277949,11277948,ND
4979,tcplistener,606,7863627,7863626,ND
18925,core-foundation,606,5692097,5692096,ND
33422,ddms,606,8338333,8338332,ND
21395,subroutine,862,10129319,10129318,ND
1101,automake,862,4998134,4998133,ND
1504,scrum,862,4998555,4998554,ND
81605,handsontable,862,11229810,11229809,ND
12350,checkboxlist,862,13174804,13174803,ND
69747,restful-architecture,1118,9979547,9979546,ND
13656,scapy,1118,8489082,8489081,ND
16897,apache-commons,1374,5428019,5428018,ND
55860,genetic-algorithm,1374,4938704,4938703,ND
20033,race-condition,1374,8115742,8115741,ND
20353,percentage,1374,9478068,9478067,ND
50108,wkhtmltopdf,1630,5094597,5094596,ND
633,vpn,1630,5488897,5488896,ND
4012,dependency-properties,1886,5390578,5390577,ND
5694,erb,2142,7070360,7070359,ND
57682,custom-post-type,2142,9828746,9828745,ND
1706,wxwidgets,2654,3739169,3739168,ND
1835,open-source,3678,5637073,5637072,ND
112521,ios9,4190,30704507,30704506,ND
11215,event-handling,8798,5561103,5561102,ND
10580,geolocation,9054,5122649,5122648,ND
61387,npm,15710,4999497,4999496,ND
1449,vba,86622,3625005,3612078,ND
9016,workflow-activity,351,38401189,38401188,ND
13724,firmware,351,5237007,5237006,ND
24853,proxypass,351,38155054,38155053,ND
17704,constraint-programming,351,8537011,8537010,ND
46793,border-layout,351,15531230,15531229,ND
51489,npoi,351,7484071,7484070,ND
106845,iphone-6,351,25760268,25760267,ND
33299,icommand,351,15382550,15382549,ND
33691,nsset,351,10788765,10788764,ND
84226,uirefreshcontrol,351,13928068,13928067,ND
10126,stemming,351,15827790,15827789,ND
105636,gsap,351,24633858,24633857,ND
96418,qtcore,351,19079209,19079208,ND
87121,fluentd,351,14035315,14035314,ND
8338,pecl,607,9627738,9627737,ND
60081,renderscript,607,10608804,10608803,ND
61022,jquery-ui-slider,607,7549738,7549737,ND
10418,currying,607,5863532,5863531,ND
97168,fullpage.js,863,19515621,19515620,ND
82323,yii-extensions,863,11560665,11560664,ND
12669,prefix,863,12129232,12129231,ND
40313,togglebutton,863,12157963,12157962,ND
24423,mkdir,863,5866346,5866345,ND
21711,claims-based-identity,1119,6838545,6838544,ND
76307,app-engine-ndb,1119,8795984,8795983,ND
93894,genymotion,1375,17630619,17630618,ND
14998,workflow-foundation,1375,6500352,6500351,ND
5987,mask,1631,11787587,11787586,ND
34052,uitabbar,1887,6676255,6676254,ND
16376,basic-authentication,1887,7020051,7020050,ND
4961,resolution,1887,6409514,6409513,ND
4279,currency,2143,9831507,9831506,ND
77964,codenameone,2655,9703827,9703826,ND
1071,extension-methods,2655,6308468,6308467,ND
1634,rewrite,4191,6045033,6045032,ND
72972,windows-runtime,8287,7415863,7415862,ND
21990,linux-kernel,11359,3625188,3608374,ND
24631,pointer-arithmetic,352,18379199,18379198,ND
16621,hotmail,352,9176465,9176464,ND
5564,dataflow,352,14142598,14142597,ND
26852,modelstate,352,10399800,10399799,ND
21655,testunit,352,7576742,7576741,ND
11635,robocopy,608,12195219,12195218,ND
32370,django-testing,608,13039822,13039821,ND
796,modem,608,11863348,11863347,ND
6749,xunit,864,8350121,8350120,ND
99283,umbraco7,1120,20812790,20812789,ND
3922,webdav,1120,6212168,6212167,ND
1711,mxml,1120,6350418,6350417,ND
10125,executable-jar,1632,7036867,7036866,ND
85829,unityscript,1888,13379821,13379820,ND
8420,wampserver,2144,6132028,6132027,ND
3766,ipc,3168,6445422,6445421,ND
64136,c#-3.0,3424,5149961,5149960,ND
8973,href,3424,5147233,5147232,ND
2669,bundle,3936,8905649,8905648,ND
10594,preg-replace,4960,5461825,5461824,ND
1259,conditional,5216,4913991,4913990,ND
6409,wordpress-theming,5728,5207008,5207007,ND
91903,google-cloud-datastore,5728,16572982,16572981,ND
1301,iis-7,9312,5124505,5124504,ND
368,binary,9824,5329456,5329455,ND
34595,windows-7,10592,3676877,3676876,ND
32884,push-notification,12384,6669189,6669188,ND
6525,clojure,13920,3625120,3607689,ND
4367,paypal,17248,4889949,4889948,ND
752,wcf,47712,3624977,3607595,ND
122630,polymer-2.x,353,40167180,40167179,ND
16367,actionresult,353,17839173,17839172,ND
7858,jprofiler,353,7066481,7066480,ND
21093,semicolon,353,9272184,9272183,ND
80907,octopress,353,12255025,12255024,ND
86830,m3u8,353,13890234,13890233,ND
63094,mips32,353,35868437,35868436,ND
19388,nested-sets,353,11450674,11450673,ND
5610,rm,353,11212133,11212132,ND
24668,dfa,353,6789175,6789174,ND
12130,folding,353,8631859,8631858,ND
40385,vs-extensibility,353,6750100,6750099,ND
58522,alt,353,12007711,12007710,ND
24664,eigenvector,353,9005754,9005753,ND
8433,findcontrol,353,9133072,9133071,ND
26903,subtitle,353,22812136,22812135,ND
99982,android-intentservice,353,21178849,21178848,ND
29329,game-loop,353,24364369,24364368,ND
59982,uistatusbar,353,33038472,33038471,ND
92348,apigee,609,16805757,16805756,ND
5199,datareader,609,13885537,13885536,ND
57422,infinispan,609,6252976,6252975,ND
4503,dbus,865,5303773,5303772,ND
24742,npgsql,865,7134900,7134899,ND
5254,sign,865,23059043,23059042,ND
104068,meanjs,865,23647474,23647473,ND
23671,html-entities,1121,5265570,5265569,ND
96449,skspritenode,1121,19112293,19112292,ND
12674,preferences,1377,19812392,19812391,ND
108186,instagram-api,1633,26922468,26922467,ND
4323,itunes,2145,5310098,5310097,ND
4243,release,2145,11180756,11180755,ND
17361,apply,2401,8489110,8489109,ND
7513,tornado,2913,5096703,5096702,ND
684,replication,2913,8887271,8887270,ND
582,each,3169,13440597,13440596,ND
655,sap,3681,5564122,5564121,ND
19195,opencl,4193,5203458,5203456,ND
82519,aggregation-framework,4449,12812044,12812043,ND
99,filesystems,6753,5378877,5378876,ND
938,linker,9825,5128169,5128168,ND
1078,enums,14177,5036293,5036292,ND
82275,selenium-webdriver,23137,11663014,11663013,ND
105873,akka.net,354,24842440,24842439,ND
21305,gcov,354,6375362,6375361,ND
48894,digit,354,17953093,17953092,ND
95,convention,354,22836385,22836384,ND
41023,nsmutableurlrequest,354,11124114,11124113,ND
11880,grape,354,5461641,5461640,ND
26220,java-home,354,8173468,8173467,ND
8885,error-code,354,24684899,24684898,ND
11090,sccm,354,10952129,10952128,ND
34365,jquery-ui-resizable,354,11186557,11186556,ND
54241,rgba,354,10719534,10719533,ND
86061,bitbake,354,19669619,19669618,ND
118212,mobx,354,35730948,35730947,ND
101285,butterknife,354,21929310,21929309,ND
790,filehelpers,354,5109911,5109910,ND
85576,tampermonkey,610,13225423,13225422,ND
55545,libvlc,610,5672384,5672383,ND
56241,http-status-code-401,610,5820486,5820485,ND
31959,aspxgridview,610,5412395,5412394,ND
27287,user-accounts,610,16503019,16503018,ND
43224,onresume,610,14762466,14762465,ND
109261,docker-registry,610,27831604,27831603,ND
37123,cashapelayer,610,11747728,11747727,ND
65598,docx4j,610,6277286,6277285,ND
67,membership,866,9956567,9956566,ND
6346,flush,866,15519426,15519425,ND
19046,endpoint,866,10583185,10583184,ND
10343,email-validation,866,10641135,10641134,ND
13442,symbol,1122,6338729,6338728,ND
54467,tweepy,1378,5285023,5285022,ND
17417,jlist,1634,5658678,5658677,ND
23234,java-web-start,1634,4921457,4921456,ND
38403,workflow-foundation-4,1634,5565222,5565221,ND
12224,pickle,2146,5287163,5287162,ND
84530,uicollectionviewcell,2914,13578713,13578712,ND
13615,backgroundworker,2914,5146052,5146051,ND
108669,chart.js,3426,27457003,27457002,ND
16537,spring-integration,4450,4979447,4979446,ND
106818,apache-spark-sql,4706,28016205,28016204,ND
4928,sum,8034,10810659,10810658,ND
142,ant,14178,3625237,3607490,ND
1469,text,21346,5543709,5543708,ND
5310,file,54626,5253619,5253618,ND
34264,segment,355,14337094,14337093,ND
110836,swashbuckle,355,29275516,29275515,ND
4962,mnesia,355,8297687,8297686,ND
7612,legacy-code,355,6547889,6547888,ND
79508,qss,355,14927135,14927134,ND
28697,itunes-store,355,24592779,24592778,ND
9788,jrubyonrails,355,5880474,5880473,ND
1130,msdtc,355,4568983,4568982,ND
105760,mongoose-populate,355,38949602,38949601,ND
110351,vulkan,355,28835134,28835133,ND
107861,fabric-twitter,355,26760643,26760642,ND
15549,rijndael,355,5299203,5299202,ND
25158,edge-detection,611,6511269,6511268,ND
109960,ngcordova,611,29876021,29876020,ND
34752,eventmachine,611,5806896,5806895,ND
85817,android-download-manager,611,14632626,14632625,ND
104837,ios-app-extension,611,24023014,24023013,ND
27630,playlist,611,9211882,9211881,ND
48281,sikuli,611,7781700,7781699,ND
70461,nsregularexpression,611,7466082,7466081,ND
1102,autoconf,867,6768082,6768081,ND
60344,window-functions,867,10079591,10079590,ND
68692,activiti,867,6431313,6431312,ND
8814,provisioning,867,13065635,13065634,ND
67961,yesod,1123,5768237,5768236,ND
9432,player,1123,13667497,13667496,ND
91333,angularjs-filter,1123,16273067,16273066,ND
4148,jsp-tags,1379,6061265,6061264,ND
293,vi,1635,5310904,5310903,ND
69411,saml-2.0,1635,6185504,6185503,ND
110151,babeljs,2915,28635460,28635459,ND
9780,type-conversion,5987,9628476,9628475,ND
494,vbscript,15459,3625254,3621561,ND
114,arrays,236131,4969094,4969093,ND
42103,openvz,100,5708270,5708269,ND
102216,gulp-inject,100,23690297,23690296,ND
96829,flask-migrate,100,19335378,19335377,ND
49128,.a,100,5422322,5422321,ND
87260,zul,100,23054689,23054688,ND
118625,beeline,100,41632988,41632987,ND
43301,number-rounding,100,19577262,19577261,ND
106312,python-click,100,25269901,25269900,ND
2026,nvelocity,100,3799784,3799783,ND
79035,maven-bundle-plugin,100,21149403,21149402,ND
84695,systrace,100,12768101,12768100,ND
66223,tipsy,100,9692245,9692244,ND
119330,doc2vec,100,36815052,36815051,ND
2519,session-replication,100,25005808,25005807,ND
16007,object-tag,100,17985199,17985198,ND
92929,slidingpanelayout,100,17312162,17312161,ND
2723,memory-dump,100,24703869,24703868,ND
21290,albumart,100,23059296,23059295,ND
26486,dynamicresource,100,20348664,20348663,ND
29894,output-parameter,100,30990814,30990813,ND
83630,burp,100,12328477,12328476,ND
119624,powerapps,100,37127497,37127496,ND
22650,putchar,100,19476677,19476676,ND
32777,jump-list,100,28320843,28320842,ND
106754,domcrawler,100,28966404,28966403,ND
23595,nanotime,100,19798512,19798511,ND
69950,ffmpeg-php,100,8931325,8931324,ND
37589,static-class,100,12366354,12366353,ND
41562,feof,100,8254075,8254074,ND
50828,nsnetservice,100,33038097,33038096,ND
67432,swrl,100,14295777,14295776,ND
82558,nsusernotification,100,11799935,11799934,ND
24174,dac,100,11059616,11059615,ND
28312,clrstoredprocedure,100,17572946,17572945,ND
52970,toarray,100,13489963,13489962,ND
88638,http-token-authentication,100,33082578,33082577,ND
9205,typelib,100,15496727,15496726,ND
123758,react-native-navigation,100,44971369,44971368,ND
107350,tsd,100,31999111,31999110,ND
117212,tableau-public,100,34867784,34867783,ND
27886,saxparseexception,100,5588999,5588998,ND
89267,monkeytalk,100,15142919,15142918,ND
108336,screeps,100,27057694,27057693,ND
17048,heisenbug,100,9510202,9510201,ND
22187,django-aggregation,100,16551639,16551638,ND
24229,filemtime,100,14597502,14597501,ND
36610,asio,100,6149452,6149451,ND
81470,thinktecture-ident-model,100,11158690,11158689,ND
94340,gitblit,100,17943247,17943246,ND
112770,azure-servicebus-topics,100,34330178,34330177,ND
113433,webassembly,100,31520271,31520270,ND
24262,qt-jambi,100,9110608,9110607,ND
6855,hardcode,100,15908461,15908460,ND
119146,asp.net5,100,36624256,36624255,ND
38273,cfmail,100,6336037,6336036,ND
102856,exchange-server-2013,100,36279944,36279943,ND
39213,gigya,100,14451605,14451604,ND
35416,xwiki,100,11257457,11257456,ND
88560,uglifyjs2,100,14765297,14765296,ND
77710,django-imagekit,100,9431003,9431002,ND
22144,schtasks.exe,100,15524905,15524904,ND
104586,interactive-brokers,100,23889716,23889715,ND
105934,fail2ban,100,24933013,24933012,ND
76616,android-lru-cache,100,8947534,8947533,ND
69290,nodeunit,100,6915690,6915689,ND
9274,home-automation,100,8755892,8755891,ND
67764,api-doc,100,40745187,40745186,ND
60575,google-prediction,100,9219873,9219872,ND
62390,perl5,100,5552783,5552782,ND
105614,facebook-permissions,100,24628952,24628951,ND
28730,lzo,100,8348935,8348934,ND
49300,predicates,100,10396785,10396784,ND
17405,xapian,100,7586071,7586070,ND
47742,windows-error-reporting,100,8181076,8181075,ND
58695,ribbonx,100,13321927,13321926,ND
63348,gae-eclipse-plugin,100,21872650,21872649,ND
102319,codahale-metrics,100,24330099,24330098,ND
4042,shell32,100,25424675,25424674,ND
48878,reset-password,100,19591143,19591142,ND
77163,blackberry-android,100,9177993,9177992,ND
90848,python-venv,100,16130971,16130970,ND
